CaseID$;YEAR;COWCODE;ARDACODE;ISO3;NUMISO;COUNTRY;CHRSPROT;CHRSCAT;CHRSORTH;CHRSANG;CHRSOTHR;CHRSGEN;JUDORTH;JDCONS;JUDREF;JUDOTHR;JUDGEN;ISLMSUN;ISLMSHI;ISLMIBD;ISLMNAT;ISLMALW;ISLMAHM;ISLMOTHR;ISLMGEN;BUDMAH;BUDTHR;BUDOTHR;BUDGEN;ZOROGEN;HINDGEN;SIKHGEN;SHNTGEN;BAHGEN;TAOGEN;JAINGEN;CONFGEN;SYNCGEN;ANMGEN;NONRELIG;OTHRGEN;SUMRELIG;POP;CHPRTPCT;CHCATPCT;CHORTPCT;CHANGPCT;CHOTHPCT;CHGENPCT;JDORPCT;JDCNPCT;JDRFPCT;JDOTPCT;JDGENPCT;ISSUNPCT;ISSHIPCT;ISIBDPCT;ISNATPCT;ISALAPCT;ISAHMPCT;ISLOTPCT;ISGENPCT;BUMAHPCT;BUTHRPCT;BUOTHPCT;BUGENPCT;ZOGENPCT;HIGENPCT;SIGENPCT;SHGENPCT;BAGENPCT;TAGENPCT;JAGENPCT;COGENPCT;SYGENPCT;ANGENPCT;NORELPCT;OTGENPCT;SUMPCT;TOTAL;DUALREL;DATATYPE;SRELIAB;RRELIAB;RELIAB;SOURCECD;VERSION
238;1990;94;60;CRI;188;Costa Rica;99000;2520000;0;1600;0;2620600;0;0;0;3800;3800;0;0;0;0;0;0;0;0;0;0;2000;2000;0;80;0;0;0;0;0;0;35000;800;115520;27200;2777800;2805000;00353;08984;0;00006;0;09343;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;00007;00007;0;0;0;0;0;0;0;0;00125;00003;00412;00097;09903;1;0;24;4;5;2;7;11
239;1995;94;60;CRI;188;Costa Rica;170000;2926350;0;1600;0;3097950;0;0;0;4170;4170;0;0;0;0;0;0;0;0;0;0;2171;2171;0;100;0;0;0;0;0;0;40630;857;120000;67122;3265878;3333000;0051;0878;0;00005;0;09295;0;0;0;00013;00013;0;0;0;0;0;0;0;0;0;0;00007;00007;0;0;0;0;0;0;0;0;00122;00003;0036;00201;09799;1;0;24;5;24;2;1;11
240;2000;94;60;CRI;188;Costa Rica;310000;3459780;0;1600;0;3771380;0;0;0;4540;4540;0;0;0;0;0;0;0;0;0;0;2343;2343;0;121;0;0;0;0;0;0;46260;914;177647;19795;4003205;4023000;00771;086;0;00004;0;09375;0;0;0;00011;00011;0;0;0;0;0;0;0;0;0;0;00006;00006;0;0;0;0;0;0;0;0;00115;00002;00442;00049;09951;1;0;24;5;20;2;1;11
241;2005;94;60;CRI;188;Costa Rica;472368;3583440;0;1300;0;4057108;0;0;0;2687;2687;0;0;0;0;0;0;0;0;0;0;1135;1135;0;519;0;0;0;0;0;0;22491;0;157000;25060;4240940;4266000;01107;084;0;00003;0;0951;0;0;0;00006;00006;0;0;0;0;0;0;0;0;0;0;00003;00003;0;00001;0;0;0;0;0;0;00053;0;00368;00059;09941;1;0;24;4;5;3;83;11
242;2010;94;60;CRI;188;Costa Rica;453444;3471000;0;1297;0;3925741;0;0;0;3800;3800;0;0;0;0;0;0;0;0;0;0;1200;1200;0;558;0;0;0;0;0;0;35000;1250;445000;37451;4412549;4450000;01019;078;0;00003;0;08822;0;0;0;00009;00009;0;0;0;0;0;0;0;0;0;0;00003;00003;0;00001;0;0;0;0;0;0;00079;00003;01;00084;09916;1;0;24;5;10;2;83;11
243;1945;95;174;PAN;591;Panama;42600;657800;0;0;0;700400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2600;700400;703000;00606;09357;0;0;0;09963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00037;09963;1;0;234;5;10;2;15;11
244;1950;95;174;PAN;591;Panama;48000;739000;0;0;0;787000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;787000;795000;00604;09296;0;0;0;09899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00101;09899;1;0;24;5;10;2;15;11
245;1955;95;174;PAN;591;Panama;47300;889240;0;0;0;936540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9460;936540;946000;005;094;0;0;0;099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;001;099;1;0;34;99;35;1;99;11
246;1960;95;174;PAN;591;Panama;55000;1058440;0;0;0;1113440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12560;1113440;1126000;00488;094;0;0;0;09888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00112;09888;1;0;24;9;24;2;2;11
247;1965;95;174;PAN;591;Panama;69500;1187430;0;0;0;1256930;0;0;0;1000;1000;0;0;0;0;0;0;30000;30000;0;0;750;750;0;2000;0;0;7200;0;0;0;1500;2500;0;1120;1301880;1303000;00533;09113;0;0;0;09646;0;0;0;00008;00008;0;0;0;0;0;0;0023;0023;0;0;00006;00006;0;00015;0;0;00055;0;0;0;00012;00019;0;00009;09991;1;0;24;8;24;2;20;11
248;1970;95;174;PAN;591;Panama;84001;1316421;0;15000;0;1415422;0;0;0;2000;2000;0;0;0;0;0;0;55000;55000;0;0;1500;1500;0;0;0;0;14400;0;0;0;3000;5000;0;9678;1496322;1506000;00558;08741;0;001;0;09399;0;0;0;00013;00013;0;0;0;0;0;0;00365;00365;0;0;0001;0001;0;0;0;0;00096;0;0;0;0002;00033;0;00064;09936;1;0;24;4;8;2;7;11
249;1975;95;174;PAN;591;Panama;103380;1502390;0;0;0;1605770;0;0;0;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116230;1606770;1723000;006;0872;0;0;0;0932;0;0;0;00006;00006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00675;09325;1;0;24;9;24;2;2;11
250;1980;95;174;PAN;591;Panama;129400;1741766;0;6600;0;1877766;0;0;0;866;866;0;0;0;0;0;0;28666;28666;0;0;1666;1666;0;4333;0;0;10000;1166;0;0;0;5133;13233;7171;1942829;1950000;00664;08932;0;00034;0;0963;0;0;0;00004;00004;0;0;0;0;0;0;00147;00147;0;0;00009;00009;0;00022;0;0;00051;00006;0;0;0;00026;00068;00037;09963;1;0;234;5;20;2;1;11
251;1985;95;174;PAN;591;Panama;122280;1941000;0;0;0;2063280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103720;2063280;2167000;00564;08957;0;0;0;09521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00479;09521;1;0;24;2;5;3;13;11
252;1990;95;174;PAN;591;Panama;280000;2004500;0;8000;0;2292500;0;0;0;1133;1133;0;0;0;0;0;0;35000;35000;0;0;12200;12200;0;2666;0;0;14250;1200;0;0;0;5666;31466;1919;2396081;2398000;01168;08359;0;00033;0;0956;0;0;0;00005;00005;0;0;0;0;0;0;00146;00146;0;0;00051;00051;0;00011;0;0;00059;00005;0;0;0;00024;00131;00008;09992;1;0;24;4;5;2;7;11
253;1995;95;174;PAN;591;Panama;184170;2367900;0;0;0;2552070;0;0;0;3400;3400;0;0;0;0;0;0;11666;11666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63864;2567136;2631000;007;09;0;0;0;097;0;0;0;00013;00013;0;0;0;0;0;0;00044;00044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00243;09757;1;0;24;5;24;2;1;11
254;2000;95;174;PAN;591;Panama;420000;2330000;0;23500;0;2773500;0;0;0;3778;3778;0;0;0;0;0;0;12655;12655;0;0;2033;2033;0;9138;0;0;0;0;0;0;4169;0;0;50727;2805273;2856000;01471;08158;0;00082;0;09711;0;0;0;00013;00013;0;0;0;0;0;0;00044;00044;0;0;00007;00007;0;00032;0;0;0;0;0;0;00015;0;0;00178;09822;1;0;234;9;28;1;2;11
255;2005;95;174;PAN;591;Panama;611040;2550120;0;0;0;3161160;0;0;0;5000;5000;0;0;0;0;0;0;10000;10000;0;0;12315;12315;0;450;112;0;18857;0;0;0;2356;0;0;17750;3210250;3228000;01893;079;0;0;0;09793;0;0;0;00015;00015;0;0;0;0;0;0;00031;00031;0;0;00038;00038;0;00001;0;0;00058;0;0;0;00007;0;0;00055;09945;1;0;24;4;8;3;83;11
256;2010;95;174;PAN;591;Panama;805444;3361450;0;0;0;4166894;0;0;0;6590;6590;0;0;0;0;0;0;13181;13181;0;0;16233;16233;0;593;148;0;24856;0;0;0;3106;0;0;23399;4231601;4255000;01893;079;0;0;0;09793;0;0;0;00015;00015;0;0;0;0;0;0;00031;00031;0;0;00038;00038;0;00001;0;0;00058;0;0;0;00007;0;0;00055;09945;1;0;24;5;20;2;83;11
257;1945;100;55;COL;170;Colombia;40000;9253000;0;0;0;9293000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;977000;9293000;10270000;00039;0901;0;0;0;09049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00951;09049;1;0;34;99;35;1;99;11
258;1950;100;55;COL;170;Colombia;60000;10427280;0;0;0;10487280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;846720;10487280;11334000;00053;092;0;0;0;09253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00747;09253;1;0;24;4;5;2;7;11
259;1955;100;55;COL;170;Colombia;90000;12608715;0;0;0;12698715;0;0;0;12500;12500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460785;12711215;13172000;00068;09572;0;0;0;09641;0;0;0;00009;00009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0035;0965;1;0;234;9;28;1;2;11
260;1960;100;55;COL;170;Colombia;66666;14953786;0;0;0;15020452;0;0;0;8333;8333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387215;15028785;15416000;00043;097;0;0;0;09743;0;0;0;00005;00005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00251;09749;1;0;24;9;24;2;2;11
261;1965;100;55;COL;170;Colombia;90000;17456120;0;0;0;17546120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449880;17546120;17996000;0005;097;0;0;0;0975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0025;0975;1;0;234;8;28;1;20;11
262;1970;100;55;COL;170;Colombia;202635;20000836;0;0;0;20203471;0;0;0;17313;17313;0;0;0;0;0;0;24016;24016;0;0;481;481;0;0;0;0;11700;0;0;0;481;134452;68765;66321;20460679;20527000;00099;09744;0;0;0;09842;0;0;0;00008;00008;0;0;0;0;0;0;00012;00012;0;0;0;0;0;0;0;0;00006;0;0;0;0;00066;00033;00032;09968;1;0;234;9;28;1;2;11
263;1975;100;55;COL;170;Colombia;200000;22561920;0;0;0;22761920;0;0;0;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;728080;22773920;23502000;00085;096;0;0;0;09685;0;0;0;00005;00005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0031;0969;1;0;24;9;24;2;2;11
264;1980;100;55;COL;170;Colombia;235000;24597400;2700;1350;110000;24946450;0;0;0;6850;6850;0;0;0;0;0;0;34000;34000;0;0;600;600;0;3000;0;0;19000;0;0;0;500;166000;98350;617250;25274750;25892000;00091;095;00001;00001;00042;09635;0;0;0;00003;00003;0;0;0;0;0;0;00013;00013;0;0;0;0;0;00001;0;0;00007;0;0;0;0;00064;00038;00238;09762;1;0;234;4;10;2;7;11
265;1985;100;55;COL;170;Colombia;280000;28006950;0;0;0;28286950;0;0;0;7000;7000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180000;250000;757050;28723950;29481000;00095;095;0;0;0;09595;0;0;0;00002;00002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00061;00085;00257;09743;1;0;24;9;24;2;2;11
266;1990;100;55;COL;170;Colombia;340000;30640000;0;0;0;30980000;0;0;0;8750;8750;0;0;0;0;0;0;20000;20000;0;0;1300;1300;0;8000;0;0;48000;0;0;0;1700;195000;375000;662250;31637750;32300000;00105;09486;0;0;0;09591;0;0;0;00003;00003;0;0;0;0;0;0;00006;00006;0;0;0;0;0;00002;0;0;00015;0;0;0;00001;0006;00116;00205;09795;1;0;24;4;5;2;7;11
267;1995;100;55;COL;170;Colombia;412857;33344050;0;0;0;33756907;0;0;0;6500;6500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350000;450000;535593;34563407;35099000;00118;095;0;0;0;09618;0;0;0;00002;00002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;001;00128;00153;09847;1;0;24;9;24;2;2;11
268;2000;100;55;COL;170;Colombia;5713335;34280010;2400;1200;0;39996945;0;0;0;7500;7500;0;0;0;0;0;0;32248;32248;0;0;1124;1124;0;6832;0;0;43172;0;0;0;1431;370423;563000;1298325;41022675;42321000;0135;081;00001;0;0;09451;0;0;0;00002;00002;0;0;0;0;0;0;00008;00008;0;0;0;0;0;00002;0;0;0001;0;0;0;0;00088;00133;00307;09693;1;0;24;9;28;1;2;11
269;2005;100;55;COL;170;Colombia;6433350;35168980;2800;1366;0;41606496;0;0;;7500;7500;0;0;0;0;0;0;25700;25700;0;0;1500;1500;0;7500;0;0;43751;0;0;0;1200;375394;643335;176624;42712376;42889000;015;082;00001;0;0;09701;0;0;0;00002;00002;0;0;0;0;0;0;00006;00006;0;0;0;0;0;00002;0;0;0001;0;0;0;0;00088;0015;00041;09959;1;0;24;4;5;2;83;11
270;2010;100;55;COL;170;Colombia;6944250;37961900;3022;1475;0;44910647;0;0;;8095;8095;0;0;0;0;0;0;27740;27740;0;0;1619;1619;0;8095;0;0;47225;0;0;0;1295;405206;694425;190653;46104347;46295000;015;082;00001;0;0;09701;0;0;0;00002;00002;0;0;0;0;0;0;00006;00006;0;0;0;0;0;00002;0;0;0001;0;0;0;0;00088;0015;00041;09959;1;0;24;4;24;2;99;11
271;1945;101;238;VEN;862;Venezuela;0;3710000;0;0;0;3710000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;460000;3810000;4270000;0;08689;0;0;0;08689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00234;0;01077;08923;1;0;34;99;35;1;99;11
272;1950;101;238;VEN;862;Venezuela;0;4466000;0;0;0;4466000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;396000;4566000;4962000;0;09;0;0;0;09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00202;0;00798;09202;1;0;24;4;5;2;7;11
273;1955;101;238;VEN;862;Venezuela;14000;5648283;0;0;0;5662283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;335717;5762283;6098000;00023;09263;0;0;0;09285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00164;0;00551;09449;1;0;234;5;10;2;15;11
274;1960;101;238;VEN;862;Venezuela;20000;6835000;0;0;0;6855000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;547000;6955000;7502000;00027;09111;0;0;0;09138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00133;0;00729;09271;1;0;24;6;24;2;18;11
275;1965;101;238;VEN;862;Venezuela;20000;8111460;0;0;0;8131460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590540;8131460;8722000;00023;093;0;0;0;09323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00677;09323;1;0;24;5;10;2;15;11
276;1970;101;238;VEN;862;Venezuela;84593;9567080;0;570;192959;9845202;0;0;0;11000;11000;0;0;0;0;0;0;250;250;0;0;1000;1000;0;0;0;0;12450;0;0;0;0;20000;24500;484598;9914402;10399000;00081;092;0;00001;00186;09467;0;0;0;00011;00011;0;0;0;0;0;0;0;0;0;0;00001;00001;0;0;0;0;00012;0;0;0;0;00019;00024;00466;09534;1;0;24;9;24;2;2;11
277;1975;101;238;VEN;862;Venezuela;179900;11473000;2750;285;106379;11762314;0;0;0;7500;7500;0;0;0;0;0;0;125;125;0;0;833;833;0;0;0;0;12058;0;0;0;666;13533;33183;603788;11830212;12434000;00145;09227;00002;0;00086;0946;0;0;0;00006;00006;0;0;0;0;0;0;0;0;0;0;00001;00001;0;0;0;0;0001;0;0;0;00001;00011;00027;00486;09514;1;0;34;99;35;1;99;11
278;1980;101;238;VEN;862;Venezuela;275206;13378920;5500;0;19800;13679426;0;0;0;4000;4000;0;0;0;0;0;0;0;0;0;0;666;666;0;0;0;0;11666;0;0;0;1333;7066;41866;166977;13746023;13913000;00198;09616;00004;0;00014;09832;0;0;0;00003;00003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00008;0;0;0;00001;00005;0003;0012;0988;1;0;24;5;20;2;1;11
279;1985;101;238;VEN;862;Venezuela;230946;16418773;0;0;0;16649719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667281;16649719;17317000;00133;09481;0;0;0;09615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00385;09615;1;0;234;5;20;2;1;11
280;1990;101;238;VEN;862;Venezuela;280000;18331880;2200;600;0;18614680;0;0;0;39000;39000;0;0;0;0;0;0;620;620;0;0;2370;2370;0;0;0;0;9500;0;0;0;4750;14500;34700;604880;18720120;19325000;00145;09486;00001;0;0;09632;0;0;0;0002;0002;0;0;0;0;0;0;0;0;0;0;00001;00001;0;0;0;0;00005;0;0;0;00002;00008;00018;00313;09687;1;0;24;4;5;2;7;11
281;1995;101;238;VEN;862;Venezuela;218440;20012640;0;0;0;20231080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480920;20231080;20712000;00105;09662;0;0;0;09768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00232;09768;1;0;24;5;24;2;1;11
282;2000;101;238;VEN;862;Venezuela;3625500;18852600;9000;200;274753;22762053;0;0;0;15804;15804;0;0;0;0;0;0;26506;26506;0;0;9845;9845;0;0;0;0;47024;0;0;0;1708;53805;1208500;44755;24125245;24170000;015;078;00004;0;00114;09417;0;0;0;00007;00007;0;0;0;0;0;0;00011;00011;0;0;00004;00004;0;0;0;0;00019;0;0;0;00001;00022;005;00019;09981;1;0;24;4;24;2;18;11
283;2005;101;238;VEN;862;Venezuela;3975300;20959900;4500;100;137376;25077176;0;0;0;16159;16159;0;0;0;0;0;0;28185;28185;0;0;11011;11011;0;0;0;0;28512;0;0;0;3910;53752;1237877;120418;26456582;26577000;01496;07886;00002;0;00052;09436;0;0;0;00006;00006;0;0;0;0;0;0;00011;00011;0;0;00004;00004;0;0;0;0;00011;0;0;0;00001;0002;00466;00045;09955;1;0;24;5;20;2;99;11
284;2010;101;238;VEN;862;Venezuela;4325100;23067200;0;0;0;27392300;0;0;0;16515;16515;0;0;0;0;0;0;29864;29864;0;0;12177;12177;0;0;0;0;10000;0;0;0;6113;53700;1267254;46077;28787923;28834000;015;08;0;0;0;095;0;0;0;00006;00006;0;0;0;0;0;0;0001;0001;0;0;00004;00004;0;0;0;0;00003;0;0;0;00002;00019;00439;00016;09984;1;0;234;4;28;1;84;11
285;1970;110;102;GUY;328;Guyana;94435;108169;5899;98336;69652;376491;0;0;0;49;49;0;0;0;0;0;0;62747;62747;0;0;1964;1964;0;234580;0;0;1673;0;0;0;986;19639;3935;6936;702064;709000;01332;01526;00083;01387;00982;0531;0;0;0;00001;00001;0;0;0;0;0;0;00885;00885;0;0;00028;00028;0;03309;0;0;00024;0;0;0;00014;00277;00056;00098;09902;1;0;24;4;5;2;7;11
286;1975;110;102;GUY;328;Guyana;99135;126325;7745;100480;85950;419635;0;0;0;0;0;0;0;0;0;0;0;70290;70290;0;0;0;0;0;265540;0;0;0;0;0;0;0;0;0;25535;755465;781000;01269;01617;00099;01287;01101;05373;0;0;0;0;0;0;0;0;0;0;0;009;009;0;0;0;0;0;034;0;0;0;0;0;0;0;0;0;00327;09673;1;0;234;9;28;1;2;11
287;1980;110;102;GUY;328;Guyana;100100;132300;8400;101700;76000;418500;0;0;0;0;0;0;0;0;0;0;0;75600;75600;0;0;2000;2000;0;235000;0;0;0;0;0;0;600;12400;7000;7900;751100;759000;01319;01743;00111;0134;01001;05514;0;0;0;0;0;0;0;0;0;0;0;00996;00996;0;0;00026;00026;0;03096;0;0;0;0;0;0;00008;00163;00092;00104;09896;1;0;24;4;5;2;7;11
288;1985;110;102;GUY;328;Guyana;122000;132000;0;102000;82000;438000;0;0;0;0;0;0;0;0;0;0;0;80000;80000;0;0;0;0;0;266000;0;0;0;0;0;0;0;0;0;9000;784000;793000;01538;01665;0;01286;01034;05523;0;0;0;0;0;0;0;0;0;0;0;01009;01009;0;0;0;0;0;03354;0;0;0;0;0;0;0;0;0;00113;09887;1;0;24;2;8;3;13;11
289;1990;110;102;GUY;328;Guyana;102240;73500;0;99360;28800;303900;0;0;0;60;60;0;0;0;0;0;0;57600;57600;0;0;1500;1500;0;252000;0;0;0;0;0;0;0;0;104400;540;719460;720000;0142;01021;0;0138;004;04221;0;0;0;00001;00001;0;0;0;0;0;0;008;008;0;0;00021;00021;0;035;0;0;0;0;0;0;0;0;0145;00008;09993;1;0;24;4;5;3;85;11
290;1995;110;102;GUY;328;Guyana;143745;67125;0;75555;80775;367200;0;0;0;38;38;0;0;0;0;0;0;55800;55800;0;0;0;0;0;232500;0;0;375;0;0;0;0;0;71700;7387;727613;735000;01956;00913;0;01028;01099;04996;0;0;0;00001;00001;0;0;0;0;0;0;00759;00759;0;0;0;0;0;03163;0;0;00005;0;0;0;0;0;00976;00101;09899;1;0;24;5;24;2;99;11
291;2000;110;102;GUY;328;Guyana;185250;60750;0;51750;132750;430500;0;0;0;16;16;0;0;0;0;0;0;54000;54000;0;0;750;750;0;213000;0;0;750;0;0;0;0;0;39000;11984;738016;750000;0247;0081;0;0069;0177;0574;0;0;0;0;0;0;0;0;0;0;0;0072;0072;0;0;0001;0001;0;0284;0;0;0001;0;0;0;0;0;0052;0016;0984;1;0;24;2;5;3;85;11
292;2005;110;102;GUY;328;Guyana;189500;60640;5400;50000;123937;429477;0;0;0;22;22;0;0;0;0;0;0;55781;55781;0;0;375;375;0;219706;0;0;2800;0;0;0;500;4250;38687;6402;751598;758000;025;008;00071;0066;01635;05666;0;0;0;0;0;0;0;0;0;0;0;00736;00736;0;0;00005;00005;0;02898;0;0;00037;0;0;0;00007;00056;0051;00084;09916;1;0;234;4;10;2;99;11
293;2010;110;102;GUY;328;Guyana;191875;61400;5027;54492;115125;427919;0;0;0;29;29;0;0;0;0;0;0;57562;57562;0;0;0;0;0;226412;0;0;4850;0;0;0;1000;8500;38375;2854;764647;767501;025;008;00065;0071;015;05575;0;0;0;0;0;0;0;0;0;0;0;0075;0075;0;0;0;0;0;0295;0;0;00063;0;0;0;00013;00111;005;00037;09963;1;0;234;5;20;2;85;11
294;1975;115;212;SUR;740;Suriname;84339;95000;0;1150;36285;216774;0;0;0;750;750;0;0;0;0;0;1400;70000;71400;0;0;1100;1100;0;35000;0;0;4000;0;0;0;650;24000;5225;5101;358899;364000;02317;0261;0;00032;00997;05955;0;0;0;00021;00021;0;0;0;0;0;00038;01923;01962;0;0;0003;0003;0;00962;0;0;0011;0;0;0;00018;00659;00144;0014;0986;1;0;34;4;10;2;7;11
295;1980;115;212;SUR;740;Suriname;85900;106950;0;1300;24300;218450;0;0;0;850;850;0;0;0;0;0;2800;61000;63800;0;0;1200;1200;0;10000;0;0;5000;0;0;0;700;22000;6800;26200;328800;355000;0242;03013;0;00037;00685;06154;0;0;0;00024;00024;0;0;0;0;0;00079;01718;01797;0;0;00034;00034;0;00282;0;0;00141;0;0;0;0002;0062;00192;00738;09262;1;0;24;4;5;2;7;11
296;1985;115;212;SUR;740;Suriname;88000;108000;0;0;45000;241000;0;0;0;0;0;0;0;0;0;0;0;84000;84000;0;0;0;0;0;16000;0;0;0;0;0;0;0;20000;0;23000;361000;384000;02292;02813;0;0;01172;06276;0;0;0;0;0;0;0;0;0;0;0;02188;02188;0;0;0;0;0;00417;0;0;0;0;0;0;0;00521;0;00599;09401;1;0;24;2;8;3;13;11
297;1990;115;212;SUR;740;Suriname;98750;97850;0;581;38170;235351;0;0;0;525;525;0;0;0;0;0;0;65091;65091;0;0;1400;1400;0;82885;0;0;4200;0;0;0;504;11875;0;169;401831;402000;02456;02434;0;00014;0095;05855;0;0;0;00013;00013;0;0;0;0;0;0;01619;01619;0;0;00035;00035;0;02062;0;0;00104;0;0;0;00013;00295;0;00004;09996;1;0;24;4;5;2;7;11
298;1995;115;212;SUR;740;Suriname;99725;96070;0;0;30200;225995;0;0;0;0;0;0;0;0;0;0;0;67800;67800;0;0;0;0;0;110430;0;0;0;0;0;0;0;3450;0;1325;407675;409000;02438;02349;0;0;00738;05526;0;0;0;0;0;0;0;0;0;0;0;01658;01658;0;0;0;0;0;027;0;0;0;0;0;0;0;00084;0;00032;09968;1;0;24;5;24;2;1;11
299;2000;115;212;SUR;740;Suriname;112000;102000;0;400;20534;234934;0;0;0;191;191;0;0;0;0;0;0;69493;69493;0;0;617;617;0;102101;0;0;1606;0;0;0;277;4102;3241;438;416562;417000;02686;02446;0;0001;00492;05634;0;0;0;00005;00005;0;0;0;0;0;0;01666;01666;0;0;00015;00015;0;02448;0;0;00039;0;0;0;00007;00098;00078;00011;09989;1;0;234;2;10;2;13;11
300;2005;115;212;SUR;740;Suriname;120748;113772;0;263;39920;274703;0;0;0;276;276;0;0;0;0;0;0;82468;82468;0;0;893;893;0;121100;0;0;1032;0;405;0;400;3163;7200;7360;491640;499000;0242;0228;0;00005;008;05505;0;0;0;00006;00006;0;0;0;0;0;0;01653;01653;0;0;00018;00018;0;02427;0;0;00021;0;00008;0;00008;00063;00144;00147;09853;1;0;24;5;20;2;1;11
301;2010;115;212;SUR;740;Suriname;142632;129048;0;0;0;271680;0;0;0;290;290;0;0;0;0;0;0;110936;110936;0;0;0;0;0;155084;0;0;0;0;0;0;0;28000;0;10;565990;566000;0252;0228;0;0;0;048;0;0;0;00005;00005;0;0;0;0;0;0;0196;0196;0;0;0;0;0;0274;0;0;0;0;0;0;0;00495;0;0;1;1;0;24;5;20;2;1;11
