CaseID$;YEAR;COWCODE;ARDACODE;ISO3;NUMISO;COUNTRY;CHRSPROT;CHRSCAT;CHRSORTH;CHRSANG;CHRSOTHR;CHRSGEN;JUDORTH;JDCONS;JUDREF;JUDOTHR;JUDGEN;ISLMSUN;ISLMSHI;ISLMIBD;ISLMNAT;ISLMALW;ISLMAHM;ISLMOTHR;ISLMGEN;BUDMAH;BUDTHR;BUDOTHR;BUDGEN;ZOROGEN;HINDGEN;SIKHGEN;SHNTGEN;BAHGEN;TAOGEN;JAINGEN;CONFGEN;SYNCGEN;ANMGEN;NONRELIG;OTHRGEN;SUMRELIG;POP;CHPRTPCT;CHCATPCT;CHORTPCT;CHANGPCT;CHOTHPCT;CHGENPCT;JDORPCT;JDCNPCT;JDRFPCT;JDOTPCT;JDGENPCT;ISSUNPCT;ISSHIPCT;ISIBDPCT;ISNATPCT;ISALAPCT;ISAHMPCT;ISLOTPCT;ISGENPCT;BUMAHPCT;BUTHRPCT;BUOTHPCT;BUGENPCT;ZOGENPCT;HIGENPCT;SIGENPCT;SHGENPCT;BAGENPCT;TAGENPCT;JAGENPCT;COGENPCT;SYGENPCT;ANGENPCT;NORELPCT;OTGENPCT;SUMPCT;TOTAL;DUALREL;DATATYPE;SRELIAB;RRELIAB;RELIAB;SOURCECD;VERSION
1;1945;2;234;USA;840;United States of America;66069671;38716742;1121898;2400000;1956807;110265118;821489;1364508;1902885;552300;4641182;0;0;0;0;0;0;0;0;0;0;1601218;1601218;0;0;0;0;0;0;0;0;0;0;22874544;545938;139382062;139928000;04722;02767;0008;00172;0014;0788;00059;00098;00136;00039;00332;0;0;0;0;0;0;0;0;0;0;00114;00114;0;0;0;0;0;0;0;0;0;0;01635;00039;09961;1;0;34;2;10;2;13;11
2;1950;2;234;USA;840;United States of America;73090083;42635882;3045420;3045420;1177214;122994019;1078078;1790706;2497244;724809;6090837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22568130;618022;151652986;152271008;048;028;002;002;00077;08077;00071;00118;00164;00048;004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01482;00041;09959;1;0;34;6;28;1;18;11
3;1955;2;234;USA;840;United States of America;79294628;46402368;3454916;2572767;2277091;134001770;944000;1568000;2186666;634666;5333332;0;0;0;0;0;0;0;0;0;0;90173;90173;0;0;0;0;0;0;0;0;0;0;23303540;3202185;162728815;165931000;04779;02796;00208;00155;00137;08076;00057;00094;00132;00038;00321;0;0;0;0;0;0;0;0;0;0;00005;00005;0;0;0;0;0;0;0;0;0;0;01404;00193;09807;1;0;134;5;10;2;15;11
4;1960;2;234;USA;840;United States of America;90692928;50587880;3334535;2710065;2908939;150234347;973500;1617000;2255000;654500;5500000;0;0;0;0;0;0;0;0;0;0;2012131;2012131;0;0;0;0;0;0;0;0;0;0;21548225;1376297;179294703;180671000;0502;028;00185;0015;00161;08315;00054;00089;00125;00036;00304;0;0;0;0;0;0;0;0;0;0;00111;00111;0;0;0;0;0;0;0;0;0;0;01193;00076;09924;1;0;134;2;10;2;13;11
5;1965;2;234;USA;840;United States of America;94165803;64761783;4792868;2822149;973155;167515758;991200;1646400;2296000;666400;5600000;0;0;0;0;0;0;0;0;0;0;1080892;1080892;0;0;0;0;0;0;0;0;0;0;19852362;581988;194049012;194631000;04838;03327;00246;00145;0005;08607;00051;00085;00118;00034;00288;0;0;0;0;0;0;0;0;0;0;00056;00056;0;0;0;0;0;0;0;0;0;0;0102;0003;0997;1;0;134;8;28;1;20;11
6;1970;2;234;USA;840;United States of America;93918347;69119143;5498914;3030647;1300000;172867051;1088550;1808100;2521500;731850;6150000;0;0;0;0;0;0;0;0;0;0;1113861;1113861;0;0;0;0;90247;0;0;0;0;0;20474592;10249;200695751;200706000;04679;03444;00274;00151;00065;08613;00054;0009;00126;00036;00306;0;0;0;0;0;0;0;0;0;0;00055;00055;0;0;0;0;00004;0;0;0;0;0;0102;00001;09999;1;0;134;4;10;2;7;11
7;1975;2;234;USA;840;United States of America;93578909;77181399;6651649;3239145;2159430;182810532;1185900;1969800;2747000;797300;6700000;0;0;0;0;0;0;0;0;0;0;1019556;1019556;0;159778;1597;0;220494;0;0;0;0;0;24789671;241372;215701628;215943000;04334;03574;00308;0015;001;08466;00055;00091;00127;00037;0031;0;0;0;0;0;0;0;0;0;0;00047;00047;0;00007;0;0;0001;0;0;0;0;0;01148;00011;09989;1;0;99;99;35;1;99;11
8;1980;2;234;USA;840;United States of America;101216516;75149580;4677202;3576566;2030000;186649864;1284843;2134146;2976190;863821;7259000;2407464;254121;0;0;0;4975;0;2666560;0;0;1357967;1357967;0;995149;0;0;0;89563;0;0;0;59708;26813635;1834554;225891446;227726000;04445;033;00205;00157;00089;08196;00056;00094;00131;00038;00319;00106;00011;0;0;0;0;0;00117;0;0;0006;0006;0;00044;0;0;0;00004;0;0;0;00003;01177;00081;09919;1;0;24;4;5;2;7;11
9;1985;2;234;USA;840;United States of America;107309700;82463100;5245662;3576990;1192330;199787782;1352280;2146160;3132400;879160;7510000;2186675;298183;0;0;0;0;0;2484858;0;0;1984325;1984325;0;1005000;0;0;0;0;0;0;0;0;25396899;297136;238168864;238466000;045;03458;0022;0015;0005;08378;00057;0009;00131;00037;00315;00092;00013;0;0;0;0;0;00104;0;0;00083;00083;0;00042;0;0;0;0;0;0;0;0;01065;00012;09988;1;0;34;2;10;2;13;11
10;1990;2;234;USA;840;United States of America;132040181;65530789;6715078;4334627;5804487;214425162;975005;1619500;2258487;655512;5508504;2019386;275371;0;0;0;0;0;2294757;0;0;1575481;1575481;52301;323352;18517;59724;887961;100408;6410;0;0;78345;24413914;162164;249744836;249907000;05284;02622;00269;00173;00232;0858;00039;00065;0009;00026;0022;00081;00011;0;0;0;0;0;00092;0;0;00063;00063;00002;00013;00001;00002;00036;00004;0;0;0;00003;00977;00006;09994;1;0;24;4;7;3;25;11
11;1995;2;234;USA;840;United States of America;123669458;70308695;6639161;4476661;10500000;215593975;930925;1546282;2156380;625876;5259463;2134332;291045;0;0;0;0;0;2425377;0;0;1608346;1608346;758150;574269;47402;57972;672364;55771;6684;39248;270915;219079;34475517;690468;262064532;262755000;04707;02676;00253;0017;004;08205;00035;00059;00082;00024;002;00081;00011;0;0;0;0;0;00092;0;0;00061;00061;00029;00022;00002;00002;00026;00002;0;00001;0001;00008;01312;00026;09974;1;0;34;99;35;1;99;11
12;2000;2;234;USA;840;United States of America;115298736;75086601;6563244;4618694;18251030;219818305;886845;1473065;2054274;596240;5010424;2249277;306720;0;0;0;0;0;2555997;808358;0;1641211;2449569;1464000;825186;76286;56220;456767;11134;6959;78497;541831;359813;44537120;108892;278248108;278357000;04142;02697;00236;00166;00656;07897;00032;00053;00074;00021;0018;00081;00011;0;0;0;0;0;00092;00029;0;00059;00088;00053;0003;00003;00002;00016;0;0;00003;00019;00013;016;00004;09996;1;0;24;4;7;3;25;11
13;2005;2;234;USA;840;United States of America;117527349;76742245;6800059;4733159;20661993;226464805;979982;1627767;2270015;658858;5536622;2363129;322245;0;0;0;0;0;2685374;858297;0;2824397;3682694;1554443;1311442;269862;60560;456767;11134;79459;86656;672506;1066695;51781800;175181;295720819;295896000;03972;02594;0023;0016;00698;07654;00033;00055;00077;00022;00187;0008;00011;0;0;0;0;0;00091;00029;0;00095;00124;00053;00044;00009;00002;00015;0;00003;00003;00023;00036;0175;00006;09994;1;0;34;99;35;1;99;11
14;2010;2;234;USA;840;United States of America;119755961;78397889;7036875;4847625;23072957;233111307;1051778;1747021;2436322;707127;5942248;2476980;337770;0;0;0;0;0;2814750;908236;0;2502000;3410236;1644887;1797698;406908;156375;482784;11768;83984;91591;803181;1773577;59422500;796206;311953794;312750000;03829;02507;00225;00155;00738;07454;00034;00056;00078;00023;0019;00079;00011;0;0;0;0;0;0009;00029;0;0008;00109;00053;00057;00013;00005;00015;0;00003;00003;00026;00057;019;00025;09975;1;0;24;4;7;3;25;11
15;1945;20;41;CAN;124;Canada;4002534;5038280;241370;1137777;112000;10531961;35338;61842;26503;53007;176690;0;0;0;0;0;0;0;0;0;0;115066;115066;0;0;5000;0;0;0;0;0;11000;0;0;666938;10839717;11506655;03478;04379;0021;00989;00097;09153;00031;00054;00023;00046;00154;0;0;0;0;0;0;0;0;0;0;001;001;0;0;00004;0;0;0;0;0;0001;0;0;0058;0942;1;0;24;5;10;2;15;11
16;1950;20;41;CAN;124;Canada;4098000;6181650;200560;1300614;444655;12225479;35991;62984;26993;53986;179954;0;0;0;0;0;0;2006;2006;0;0;112006;112006;0;2006;10001;0;1000;0;0;0;14973;50003;128304;1011268;12725732;13737000;02983;045;00146;00947;00324;089;00026;00046;0002;00039;00131;0;0;0;0;0;0;00001;00001;0;0;00082;00082;0;00001;00007;0;00001;0;0;0;00011;00036;00093;00736;09264;1;0;2;4;7;2;7;11
17;1955;20;41;CAN;124;Canada;4248720;7338356;314989;1720140;347327;13969532;43432;76006;32574;65148;217160;0;0;0;0;0;0;1003;1003;0;0;446608;446608;0;1003;5000;0;500;0;0;171199;7486;25001;64152;827356;14908644;15736000;027;04663;002;01093;00221;08877;00028;00048;00021;00041;00138;0;0;0;0;0;0;00001;00001;0;0;00284;00284;0;00001;00003;0;0;0;0;00109;00005;00016;00041;00526;09474;1;0;234;99;35;1;99;11
18;1960;20;41;CAN;124;Canada;4635491;8495062;350000;2439666;250000;16170219;50873;89028;38155;76310;254366;0;0;0;0;0;0;0;0;0;0;781211;781211;0;0;0;0;0;0;0;342398;0;0;0;360806;17548194;17909000;02588;04743;00195;01362;0014;09029;00028;0005;00021;00043;00142;0;0;0;0;0;0;0;0;0;0;00436;00436;0;0;0;0;0;0;0;00191;0;0;0;00201;09799;1;0;24;10;24;2;12;11
19;1965;20;41;CAN;124;Canada;5138863;9051880;429419;2400068;296329;17316559;57330;100327;42997;85995;286649;0;0;0;0;0;0;0;0;0;0;790000;790000;0;0;0;0;0;0;0;376219;0;0;500000;408573;19269427;19678000;02611;046;00218;0122;00151;088;00029;00051;00022;00044;00146;0;0;0;0;0;0;0;0;0;0;00401;00401;0;0;0;0;0;0;0;00191;0;0;00254;00208;09792;1;0;24;5;8;3;15;11
20;1970;20;41;CAN;124;Canada;5750190;10009590;638910;1064850;425940;17889480;57502;100628;43126;86253;287509;0;0;0;0;0;0;41103;41103;0;0;15696;15696;0;19615;19615;0;23640;0;980;407172;29390;11777;713821;1837202;19459798;21297000;027;047;003;005;002;084;00027;00047;0002;00041;00135;0;0;0;0;0;0;00019;00019;0;0;00007;00007;0;00009;00009;0;00011;0;0;00191;00014;00006;00335;00863;09137;1;0;24;4;7;2;7;11
21;1975;20;41;CAN;124;Canada;6124060;11633595;347936;1760568;231580;20097739;60739;106293;45554;91109;303695;0;0;0;0;0;0;43385;43385;0;0;16527;16527;0;20659;7230;0;0;30989;0;0;0;12395;2444940;164441;22977559;23142000;02646;05027;0015;00761;001;08685;00026;00046;0002;00039;00131;0;0;0;0;0;0;00019;00019;0;0;00007;00007;0;00009;00003;0;0;00013;0;0;0;00005;01056;00071;09929;1;0;234;5;20;2;1;11
22;1980;20;41;CAN;124;Canada;6792962;11670690;327798;2564522;198410;21554382;61719;108008;46289;92578;308594;158057;17562;0;0;0;0;0;175619;0;0;20847;20847;0;50986;9064;0;0;29458;0;0;0;150692;1959478;256880;24259120;24516000;02771;0476;00134;01046;00081;08792;00025;00044;00019;00038;00126;00064;00007;0;0;0;0;0;00072;0;0;00009;00009;0;00021;00004;0;0;00012;0;0;0;00061;00799;00105;09895;1;0;24;4;5;2;7;11
23;1985;20;41;CAN;124;Canada;7450000;12636160;400000;2600000;210000;23296160;62714;109750;47036;94072;313572;191529;21281;0;0;0;0;0;212810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011269;9190;25833811;25843000;02883;0489;00155;01006;00081;09014;00024;00042;00018;00036;00121;00074;00008;0;0;0;0;0;00082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00778;00004;09996;1;0;24;5;20;2;1;11
24;1990;20;41;CAN;124;Canada;7936000;12720000;510000;2880000;300000;24346000;70000;122500;52500;105000;350000;225000;25000;0;0;0;0;0;250000;0;0;500000;500000;10200;155000;240000;0;0;280000;0;0;0;9000;1545500;15300;27685700;27701000;02865;04592;00184;0104;00108;08789;00025;00044;00019;00038;00126;00081;00009;0;0;0;0;0;0009;0;0;0018;0018;00004;00056;00087;0;0;00101;0;0;0;00003;00558;00006;09994;1;0;24;4;5;2;7;11
25;1995;20;41;CAN;124;Canada;8001536;13399222;550896;2701453;305735;24958842;72376;126658;54282;108564;361880;112500;12500;0;0;0;0;0;125000;0;0;250000;250000;7577;170941;197867;272;9010;141722;0;1230;0;36487;2772795;320377;29033623;29354000;02726;04565;00188;0092;00104;08503;00025;00043;00018;00037;00123;00038;00004;0;0;0;0;0;00043;0;0;00085;00085;00003;00058;00067;0;00003;00048;0;0;0;00012;00945;00109;09891;1;0;24;9;24;2;2;11
26;2000;20;41;CAN;124;Canada;8067073;14078444;591793;2522907;311470;25571687;74752;130817;56064;112129;373762;252291;28032;0;0;0;0;0;280323;0;0;360000;360000;4955;186882;155735;545;18020;3445;0;2460;0;63975;4000090;125121;31021879;31147000;0259;0452;0019;0081;001;0821;00024;00042;00018;00036;0012;00081;00009;0;0;0;0;0;0009;0;0;00116;00116;00002;0006;0005;0;00006;00001;0;00001;0;00021;01284;0004;0996;1;0;24;4;5;3;26;11
27;2005;20;41;CAN;124;Canada;8996090;13649240;589399;2512701;310210;26057640;68246;119430;51184;102369;341229;581400;64600;0;0;0;0;0;646000;0;0;605000;605000;5138;193800;161500;565;18687;3572;0;2551;0;66343;4100000;97975;32202025;32300000;02785;04226;00182;00778;00096;08067;00021;00037;00016;00032;00106;0018;0002;0;0;0;0;0;002;0;0;00187;00187;00002;0006;0005;0;00006;00001;0;00001;0;00021;01269;0003;0997;1;0;24;5;18;2;83;11
28;2010;20;41;CAN;124;Canada;7929127;14497030;785000;2722447;497500;26431104;68061;119107;51045;102091;340304;600000;70000;0;0;0;0;0;670000;0;0;670000;670000;6130;275000;275000;915;18945;3620;3320;2700;27000;70861;5670000;35101;34464899;34500000;02298;04202;00228;00789;00144;07661;0002;00035;00015;0003;00099;00174;0002;0;0;0;0;0;00194;0;0;00194;00194;00002;0008;0008;0;00005;00001;00001;00001;00008;00021;01643;0001;0999;1;0;34;7;28;1;26;11
29;1975;31;17;BHS;44;Bahamas;100339;15750;514;48000;0;164603;0;0;0;768;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6421;17208;171792;189000;05309;00833;00027;0254;0;08709;0;0;0;00041;00041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0034;0091;0909;1;0;234;5;20;2;1;11
30;1980;31;17;BHS;44;Bahamas;104580;21000;600;48000;0;174180;0;0;0;620;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3900;6940;24360;185640;210000;0498;01;00029;02286;0;08294;0;0;0;0003;0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00186;0033;0116;0884;1;0;2;3;24;2;14;11
31;1985;31;17;BHS;44;Bahamas;109000;28000;700;48000;0;185700;0;0;0;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7500;38300;193700;232000;04698;01207;0003;02069;0;08004;0;0;0;00022;00022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00323;01651;08349;1;0;24;2;2;3;13;11
32;1990;31;17;BHS;44;Bahamas;124600;35475;195;49400;0;209670;0;0;0;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;75;0;5225;39130;215870;255000;04886;01391;00008;01937;0;08222;0;0;0;00016;00016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0002;0;0;0;00003;0;00205;01535;08465;1;0;234;2;10;2;13;11
33;1995;31;17;BHS;44;Bahamas;148938;49688;200;54819;0;253645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30355;253645;284000;05244;0175;00007;0193;0;08931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01069;08931;1;0;24;5;20;2;1;11
34;2000;31;17;BHS;44;Bahamas;207870;43050;0;46125;0;297045;0;0;0;300;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;1000;8917;146;307354;307500;0676;014;0;015;0;0966;0;0;0;0001;0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00003;0;0;0;00033;0029;00005;09995;1;0;24;5;10;2;83;11
35;2005;31;17;BHS;44;Bahamas;219700;45500;0;48750;0;313950;0;0;0;317;317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;1056;9425;155;324845;325000;0676;014;0;015;0;0966;0;0;0;0001;0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00003;0;0;0;00032;0029;00005;09995;1;0;24;5;10;2;83;11
36;2010;31;17;BHS;44;Bahamas;211798;43863;0;46996;0;302657;0;0;0;305;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;1018;9086;153;313159;313312;0676;014;0;015;0;0966;0;0;0;0001;0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00003;0;0;0;00032;0029;00005;09995;1;0;24;4;8;3;83;11
37;1945;40;63;CUB;192;Cuba;185865;4387700;0;0;0;4573565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3944000;0;0;0;8517565;4930000;00377;089;0;0;0;09277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;0;0;0;17277;17277;1;34;10;28;1;12;11
38;1950;40;63;CUB;192;Cuba;220852;4964000;0;0;0;5184852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4686400;0;0;0;9871252;5858000;00377;08474;0;0;0;08851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;0;0;0;16851;16851;1;24;4;5;2;7;11
39;1955;40;63;CUB;192;Cuba;242266;5462100;0;0;0;5704366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5140800;0;0;0;10845166;6426000;00377;085;0;0;0;08877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;0;0;0;16877;16877;1;24;9;24;2;2;11
40;1960;40;63;CUB;192;Cuba;265000;5924000;0;0;0;6189000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5623200;0;0;0;11812200;7029000;00377;08428;0;0;0;08805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;0;0;0;16805;16805;1;24;6;24;2;18;11
41;1965;40;63;CUB;192;Cuba;265000;5960920;0;0;0;6225920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5920000;0;0;0;12145920;7400000;00358;08055;0;0;0;08413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;0;0;0;16413;16413;1;24;5;20;2;1;11
42;1970;40;63;CUB;192;Cuba;238062;6119229;2000;12000;11009;6382300;0;0;0;1800;1800;0;0;0;0;0;0;0;0;0;0;5000;5000;0;3000;0;0;500;0;0;0;5982200;0;2100000;0;14474800;8546000;00279;0716;00002;00014;00013;07468;0;0;0;00002;00002;0;0;0;0;0;0;0;0;0;0;00006;00006;0;00004;0;0;00001;0;0;0;07;0;02457;0;16938;16938;1;24;4;8;2;7;11
43;1975;40;63;CUB;192;Cuba;260000;6219229;2000;12000;11009;6504238;0;0;0;1800;1800;0;0;0;0;0;0;1000;1000;0;0;5000;5000;0;3000;0;0;0;4000;0;0;5982200;0;1935400;0;14436638;8546000;00304;07277;00002;00014;00013;07611;0;0;0;00002;00002;0;0;0;0;0;0;00001;00001;0;0;00006;00006;0;00004;0;0;0;00005;0;0;07;0;02265;0;16893;16893;1;99;99;35;1;99;11
44;1980;40;63;CUB;192;Cuba;437580;6471000;0;13000;0;6921580;0;0;0;2200;2200;0;0;0;0;0;0;0;0;0;0;6000;6000;0;0;0;0;0;0;0;0;6806800;252000;2435400;0;16423980;9724000;0045;06655;0;00013;0;07118;0;0;0;00002;00002;0;0;0;0;0;0;0;0;0;0;00006;00006;0;0;0;0;0;0;0;0;07;00259;02505;0;1689;1689;1;24;4;8;2;7;11
45;1985;40;63;CUB;192;Cuba;403920;7151000;0;0;0;7554920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7068600;0;2502000;0;17125520;10098000;004;07082;0;0;0;07482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07;0;02478;0;16959;16959;1;24;2;5;3;13;11
46;1990;40;63;CUB;192;Cuba;424960;7250000;1450;3800;0;7680210;0;0;0;1000;1000;0;0;0;0;0;0;8000;8000;0;0;6000;6000;0;21000;0;0;800;20000;0;0;6374400;0;2577060;0;16688470;10624000;004;06824;00001;00004;0;07229;0;0;0;00001;00001;0;0;0;0;0;0;00008;00008;0;0;00006;00006;0;0002;0;0;00001;00019;0;0;06;0;02426;0;15708;15708;1;24;4;5;2;7;11
47;1995;40;63;CUB;192;Cuba;436160;8088000;0;0;0;8524160;0;0;0;1020;1020;0;0;0;0;0;0;8160;8160;0;0;6120;6120;0;21420;0;0;816;20400;0;0;6588000;0;2267812;0;17437908;10980000;00397;07366;0;0;0;07763;0;0;0;00001;00001;0;0;0;0;0;0;00007;00007;0;0;00006;00006;0;0002;0;0;00001;00019;0;0;06;0;02065;0;15882;15882;1;99;99;35;1;99;11
48;2000;40;63;CUB;192;Cuba;500000;7280650;0;0;320000;8100650;0;0;0;500;500;0;0;0;0;0;0;8500;8500;0;0;0;0;0;0;0;0;0;0;0;0;7840700;0;1680150;0;17630500;11201000;00446;065;0;0;00286;07232;0;0;0;0;0;0;0;0;0;0;0;00008;00008;0;0;0;0;0;0;0;0;0;0;0;0;07;0;015;0;1574;1574;1;24;5;10;2;83;11
49;2005;40;63;CUB;192;Cuba;562150;6745800;40000;3500;168645;7520095;0;0;0;1200;1200;0;0;0;0;0;0;7200;7200;0;0;0;0;0;11000;0;0;0;21501;0;0;5621500;0;1478532;0;14661028;11243000;005;06;00036;00003;0015;06689;0;0;0;00001;00001;0;0;0;0;0;0;00006;00006;0;0;0;0;0;0001;0;0;0;00019;0;0;05;0;01315;0;1304;1304;1;24;10;20;2;78;11
50;2010;40;63;CUB;192;Cuba;550000;6744696;0;0;112411;7407107;0;0;0;1500;1500;0;0;0;0;0;0;8000;8000;0;0;0;0;0;25000;0;0;0;0;0;0;5620580;0;1478290;0;14540477;11241161;00489;06;0;0;001;06589;0;0;0;00001;00001;0;0;0;0;0;0;00007;00007;0;0;0;0;0;00022;0;0;0;0;0;0;05;0;01315;0;12935;12935;1;24;10;20;2;78;11
51;1945;41;103;HTI;332;Haiti;310000;2626500;0;0;0;2936500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1545000;0;0;0;4481500;3090000;01003;085;0;0;0;09503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;0;0;14503;14503;1;99;99;35;1;99;11
52;1950;41;103;HTI;332;Haiti;310000;2634000;0;0;0;2944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1548500;0;0;0;4492500;3097000;01001;08505;0;0;0;09506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;0;0;14506;14506;1;24;5;10;2;15;11
53;1955;41;103;HTI;332;Haiti;321500;2777000;0;0;0;3098500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1750000;0;0;0;4848500;3500000;00919;07934;0;0;0;08853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;0;0;13853;13853;1;99;99;35;1;99;11
54;1960;41;103;HTI;332;Haiti;333000;2920000;0;0;0;3253000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1902000;0;0;0;5155000;3804000;00875;07676;0;0;0;08552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;0;0;13552;13552;1;24;5;10;2;15;11
55;1965;41;103;HTI;332;Haiti;344911;3372970;0;25000;0;3742881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2071500;0;0;0;5814381;4143000;00833;08141;0;0006;0;09034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;0;0;14034;14034;1;24;4;8;2;7;11
56;1970;41;103;HTI;332;Haiti;400073;3797400;0;38452;0;4235925;0;0;0;100;100;0;0;0;0;0;0;1500;1500;0;0;0;0;0;0;0;0;10700;0;0;0;2260000;0;183830;0;6692055;4520000;00885;08401;0;00085;0;09372;0;0;0;0;0;0;0;0;0;0;0;00003;00003;0;0;0;0;0;0;0;0;00024;0;0;0;05;0;00407;0;14805;14805;1;24;4;5;2;7;11
57;1975;41;103;HTI;332;Haiti;464056;4089750;0;0;0;4553806;0;0;0;100;100;0;0;0;0;0;0;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;2460000;0;183830;0;7199236;4920000;00943;08313;0;0;0;09256;0;0;0;0;0;0;0;0;0;0;0;00003;00003;0;0;0;0;0;0;0;0;0;0;0;0;05;0;00374;0;14633;14633;1;99;99;35;1;99;11
58;1980;41;103;HTI;332;Haiti;574900;4382100;0;45500;0;5002500;0;0;0;100;100;0;0;0;0;0;0;1700;1700;0;0;0;0;0;0;0;0;0;0;0;0;2676500;106300;57900;0;7845000;5353000;01074;08186;0;00085;0;09345;0;0;0;0;0;0;0;0;0;0;0;00003;00003;0;0;0;0;0;0;0;0;0;0;0;0;05;00199;00108;0;14655;14655;1;24;4;7;2;7;11
59;1985;41;103;HTI;332;Haiti;610000;4515000;0;0;0;5125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2932500;0;520000;0;8577500;5865000;0104;07698;0;0;0;08738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;0;00887;0;14625;14625;1;234;9;28;1;2;11
60;1990;41;103;HTI;332;Haiti;730500;5120000;0;84000;0;5934500;0;0;0;160;160;0;0;0;0;0;0;1660;1660;0;0;0;0;0;0;0;0;0;180;0;0;3243000;0;410442;0;9589942;6486000;01126;07894;0;0013;0;0915;0;0;0;0;0;0;0;0;0;0;0;00003;00003;0;0;0;0;0;0;0;0;0;0;0;0;05;0;00633;0;14786;14786;1;234;4;10;2;7;11
